// gen_hazards --polygon=-150,-75:-150,-400:400,-400:400,-75 
//             --objects=12,hazard --objects=600,benign --exp=4

hazard = x=345,y=-278,type=benign,label=649,hr=0.25127,hazard=false
hazard = x=-118,y=-228,type=benign,label=797,hr=0.00226,hazard=false
hazard = x=82,y=-192,type=benign,label=196,hr=0.06004,hazard=false
hazard = x=132,y=-317,type=benign,label=995,hr=0.10855,hazard=false
hazard = x=-149,y=-301,type=benign,label=541,hr=0.01321,hazard=false
hazard = x=-131,y=-275,type=benign,label=220,hr=0.4838,hazard=false
hazard = x=329,y=-80,type=benign,label=767,hr=0.3552,hazard=false
hazard = x=330,y=-311,type=benign,label=102,hr=0.01553,hazard=false
hazard = x=180,y=-343,type=benign,label=150,hr=0.03782,hazard=false
hazard = x=-67,y=-201,type=benign,label=221,hr=0.08071,hazard=false
hazard = x=184,y=-378,type=benign,label=530,hr=0.39148,hazard=false
hazard = x=-125,y=-158,type=benign,label=969,hr=0.33012,hazard=false
hazard = x=-144,y=-84,type=benign,label=738,hr=0.01643,hazard=false
hazard = x=0,y=-381,type=benign,label=987,hr=0.18975,hazard=false
hazard = x=20,y=-116,type=benign,label=786,hr=0.91113,hazard=false
hazard = x=263,y=-305,type=benign,label=520,hr=0.03515,hazard=false
hazard = x=295,y=-383,type=benign,label=669,hr=0.0002,hazard=false
hazard = x=-41,y=-396,type=benign,label=518,hr=0.07772,hazard=false
hazard = x=377,y=-332,type=benign,label=557,hr=0.00001,hazard=false
hazard = x=216,y=-387,type=benign,label=678,hr=0.13575,hazard=false
hazard = x=96,y=-148,type=benign,label=716,hr=0.22146,hazard=false
hazard = x=155,y=-360,type=benign,label=271,hr=0.02966,hazard=false
hazard = x=-108,y=-170,type=benign,label=551,hr=0.00024,hazard=false
hazard = x=377,y=-315,type=benign,label=885,hr=0.02152,hazard=false
hazard = x=132,y=-255,type=benign,label=526,hr=0.95286,hazard=false
hazard = x=-11,y=-177,type=benign,label=475,hr=0.00058,hazard=false
hazard = x=357,y=-352,type=benign,label=166,hr=0.73209,hazard=false
hazard = x=251,y=-378,type=benign,label=898,hr=0.02853,hazard=false
hazard = x=-48,y=-194,type=benign,label=137,hr=0.00001,hazard=false
hazard = x=391,y=-155,type=benign,label=505,hr=0.63308,hazard=false
hazard = x=385,y=-381,type=benign,label=671,hr=0.00029,hazard=false
hazard = x=-46,y=-136,type=benign,label=525,hr=0.01186,hazard=false
hazard = x=-79,y=-139,type=benign,label=270,hr=0.52201,hazard=false
hazard = x=293,y=-139,type=benign,label=558,hr=0.15259,hazard=false
hazard = x=-125,y=-185,type=benign,label=477,hr=0.00011,hazard=false
hazard = x=284,y=-132,type=benign,label=601,hr=0.00321,hazard=false
hazard = x=130,y=-291,type=benign,label=952,hr=0.02534,hazard=false
hazard = x=288,y=-391,type=benign,label=851,hr=0.68575,hazard=false
hazard = x=-49,y=-267,type=benign,label=535,hr=0.01186,hazard=false
hazard = x=-108,y=-229,type=benign,label=871,hr=0.06351,hazard=false
hazard = x=17,y=-106,type=benign,label=476,hr=0.05005,hazard=false
hazard = x=317,y=-333,type=benign,label=264,hr=0.34971,hazard=false
hazard = x=-61,y=-145,type=benign,label=964,hr=0.02174,hazard=false
hazard = x=34,y=-106,type=benign,label=370,hr=0.11954,hazard=false
hazard = x=312,y=-219,type=benign,label=798,hr=0.11632,hazard=false
hazard = x=318,y=-195,type=benign,label=287,hr=0.44336,hazard=false
hazard = x=-69,y=-110,type=benign,label=873,hr=0.09625,hazard=false
hazard = x=86,y=-394,type=benign,label=459,hr=0.17961,hazard=false
hazard = x=-87,y=-184,type=benign,label=856,hr=0.01999,hazard=false
hazard = x=277,y=-202,type=benign,label=577,hr=0.0081,hazard=false
hazard = x=260,y=-326,type=benign,label=105,hr=0.00206,hazard=false
hazard = x=-130,y=-124,type=benign,label=872,hr=0.73209,hazard=false
hazard = x=-51,y=-85,type=benign,label=426,hr=0.89262,hazard=false
hazard = x=26,y=-185,type=benign,label=824,hr=0.43688,hazard=false
hazard = x=-9,y=-129,type=benign,label=400,hr=0.0256,hazard=false
hazard = x=-6,y=-190,type=benign,label=705,hr=0.01756,hazard=false
hazard = x=-82,y=-143,type=benign,label=174,hr=0.99202,hazard=false
hazard = x=11,y=-386,type=benign,label=818,hr=0.06401,hazard=false
hazard = x=269,y=-280,type=benign,label=924,hr=0.00059,hazard=false
hazard = x=-1,y=-146,type=benign,label=568,hr=0.0625,hazard=false
hazard = x=57,y=-361,type=benign,label=118,hr=0,hazard=false
hazard = x=225,y=-253,type=benign,label=975,hr=0.0168,hazard=false
hazard = x=-10,y=-371,type=benign,label=857,hr=0.00112,hazard=false
hazard = x=256,y=-243,type=benign,label=455,hr=0.77083,hazard=false
hazard = x=348,y=-168,type=benign,label=321,hr=0.15753,hazard=false
hazard = x=276,y=-75,type=benign,label=968,hr=0.92237,hazard=false
hazard = x=-3,y=-105,type=benign,label=980,hr=0.61622,hazard=false
hazard = x=-31,y=-383,type=benign,label=162,hr=0.00096,hazard=false
hazard = x=339,y=-205,type=benign,label=203,hr=0.85645,hazard=false
hazard = x=-67,y=-339,type=benign,label=341,hr=0.03647,hazard=false
hazard = x=-112,y=-256,type=benign,label=159,hr=0.00043,hazard=false
hazard = x=374,y=-343,type=benign,label=472,hr=0.35704,hazard=false
hazard = x=70,y=-338,type=benign,label=973,hr=0.00029,hazard=false
hazard = x=143,y=-341,type=benign,label=591,hr=0.42203,hazard=false
hazard = x=-2,y=-140,type=benign,label=954,hr=0,hazard=false
hazard = x=235,y=-94,type=benign,label=789,hr=0.54447,hazard=false
hazard = x=258,y=-201,type=benign,label=945,hr=0.27476,hazard=false
hazard = x=-63,y=-369,type=benign,label=585,hr=0,hazard=false
hazard = x=-103,y=-309,type=benign,label=148,hr=0.26282,hazard=false
hazard = x=36,y=-283,type=benign,label=391,hr=0.00105,hazard=false
hazard = x=-83,y=-220,type=benign,label=670,hr=0.38362,hazard=false
hazard = x=179,y=-255,type=benign,label=139,hr=0.48846,hazard=false
hazard = x=106,y=-88,type=benign,label=112,hr=0.79076,hazard=false
hazard = x=107,y=-377,type=benign,label=961,hr=0.30805,hazard=false
hazard = x=-59,y=-200,type=benign,label=662,hr=0.02085,hazard=false
hazard = x=-86,y=-342,type=benign,label=921,hr=0.00044,hazard=false
hazard = x=214,y=-300,type=benign,label=176,hr=0.4955,hazard=false
hazard = x=-53,y=-173,type=benign,label=971,hr=0.01088,hazard=false
hazard = x=90,y=-168,type=benign,label=348,hr=0.10263,hazard=false
hazard = x=230,y=-251,type=benign,label=879,hr=0,hazard=false
hazard = x=-124,y=-113,type=benign,label=109,hr=0.00854,hazard=false
hazard = x=-109,y=-181,type=benign,label=754,hr=0.3064,hazard=false
hazard = x=351,y=-127,type=benign,label=749,hr=0.27934,hazard=false
hazard = x=200,y=-139,type=benign,label=718,hr=0.00234,hazard=false
hazard = x=290,y=-78,type=benign,label=911,hr=0.01259,hazard=false
hazard = x=92,y=-105,type=benign,label=930,hr=0.00206,hazard=false
hazard = x=101,y=-384,type=benign,label=499,hr=0.00021,hazard=false
hazard = x=70,y=-98,type=benign,label=322,hr=0.9841,hazard=false
hazard = x=10,y=-177,type=benign,label=581,hr=0.00378,hazard=false
hazard = x=-102,y=-247,type=benign,label=762,hr=0.64164,hazard=false
hazard = x=266,y=-379,type=benign,label=161,hr=0.07831,hazard=false
hazard = x=-60,y=-148,type=benign,label=907,hr=0.00048,hazard=false
hazard = x=-129,y=-308,type=benign,label=338,hr=0.00006,hazard=false
hazard = x=-58,y=-210,type=benign,label=417,hr=0.15259,hazard=false
hazard = x=357,y=-83,type=benign,label=938,hr=0.3064,hazard=false
hazard = x=389,y=-118,type=benign,label=178,hr=0.28554,hazard=false
hazard = x=350,y=-284,type=benign,label=940,hr=0.01023,hazard=false
hazard = x=198,y=-193,type=benign,label=113,hr=0.84229,hazard=false
hazard = x=105,y=-272,type=benign,label=815,hr=0.00009,hazard=false
hazard = x=294,y=-361,type=benign,label=290,hr=0.00006,hazard=false
hazard = x=285,y=-262,type=benign,label=612,hr=0,hazard=false
hazard = x=-108,y=-88,type=benign,label=850,hr=0.32839,hazard=false
hazard = x=-116,y=-148,type=benign,label=564,hr=0.03324,hazard=false
hazard = x=372,y=-294,type=benign,label=393,hr=0.01384,hazard=false
hazard = x=-100,y=-273,type=benign,label=790,hr=0.00037,hazard=false
hazard = x=-63,y=-377,type=benign,label=784,hr=0.00098,hazard=false
hazard = x=50,y=-338,type=benign,label=859,hr=0.00321,hazard=false
hazard = x=-4,y=-267,type=benign,label=965,hr=0.11008,hazard=false
hazard = x=195,y=-176,type=benign,label=395,hr=0.02881,hazard=false
hazard = x=327,y=-128,type=benign,label=449,hr=0.0222,hazard=false
hazard = x=111,y=-237,type=benign,label=988,hr=0.01116,hazard=false
hazard = x=85,y=-180,type=benign,label=963,hr=0.02459,hazard=false
hazard = x=363,y=-194,type=benign,label=628,hr=0.00429,hazard=false
hazard = x=-79,y=-146,type=benign,label=304,hr=0.38557,hazard=false
hazard = x=260,y=-215,type=benign,label=706,hr=0.00935,hazard=false
hazard = x=299,y=-231,type=benign,label=860,hr=0.00019,hazard=false
hazard = x=151,y=-374,type=benign,label=983,hr=0.00041,hazard=false
hazard = x=362,y=-340,type=benign,label=603,hr=0.01915,hazard=false
hazard = x=-38,y=-363,type=benign,label=260,hr=0.03992,hazard=false
hazard = x=334,y=-152,type=benign,label=325,hr=0.07539,hazard=false
hazard = x=-123,y=-95,type=benign,label=876,hr=0.05488,hazard=false
hazard = x=118,y=-206,type=benign,label=759,hr=0.0001,hazard=false
hazard = x=-97,y=-340,type=benign,label=367,hr=0.0222,hazard=false
hazard = x=67,y=-273,type=benign,label=883,hr=0.02909,hazard=false
hazard = x=302,y=-113,type=benign,label=836,hr=0.22667,hazard=false
hazard = x=-88,y=-260,type=benign,label=928,hr=0.00148,hazard=false
hazard = x=265,y=-107,type=benign,label=414,hr=0.03053,hazard=false
hazard = x=-35,y=-296,type=benign,label=412,hr=0.02243,hazard=false
hazard = x=12,y=-341,type=benign,label=501,hr=0.0256,hazard=false
hazard = x=-130,y=-180,type=benign,label=116,hr=0,hazard=false
hazard = x=180,y=-288,type=benign,label=469,hr=0.00006,hazard=false
hazard = x=-36,y=-144,type=benign,label=175,hr=0.37973,hazard=false
hazard = x=75,y=-215,type=benign,label=135,hr=0.00194,hazard=false
hazard = x=346,y=-106,type=benign,label=539,hr=0.00064,hazard=false
hazard = x=-149,y=-290,type=benign,label=289,hr=0.15259,hazard=false
hazard = x=13,y=-147,type=benign,label=874,hr=0.21889,hazard=false
hazard = x=4,y=-317,type=benign,label=739,hr=0.03714,hazard=false
hazard = x=217,y=-86,type=benign,label=141,hr=0.01834,hazard=false
hazard = x=176,y=-184,type=benign,label=920,hr=0.03082,hazard=false
hazard = x=305,y=-345,type=benign,label=813,hr=0.57554,hazard=false
hazard = x=232,y=-325,type=benign,label=657,hr=0.00191,hazard=false
hazard = x=378,y=-168,type=benign,label=236,hr=0.10556,hazard=false
hazard = x=320,y=-282,type=benign,label=197,hr=0.06401,hazard=false
hazard = x=133,y=-118,type=benign,label=617,hr=0.00045,hazard=false
hazard = x=185,y=-296,type=benign,label=772,hr=0.26282,hazard=false
hazard = x=26,y=-247,type=benign,label=867,hr=0.58887,hazard=false
hazard = x=126,y=-185,type=benign,label=806,hr=0.25989,hazard=false
hazard = x=-23,y=-92,type=benign,label=727,hr=0.38362,hazard=false
hazard = x=8,y=-218,type=benign,label=750,hr=0.00531,hazard=false
hazard = x=36,y=-359,type=benign,label=903,hr=0.11712,hazard=false
hazard = x=133,y=-219,type=benign,label=115,hr=0.00384,hazard=false
hazard = x=338,y=-143,type=benign,label=144,hr=0.12874,hazard=false
hazard = x=94,y=-177,type=benign,label=950,hr=0.03082,hazard=false
hazard = x=-14,y=-394,type=benign,label=717,hr=0.0229,hazard=false
hazard = x=142,y=-250,type=benign,label=340,hr=0.02107,hazard=false
hazard = x=-143,y=-258,type=benign,label=185,hr=0.5369,hazard=false
hazard = x=274,y=-236,type=benign,label=225,hr=0.02909,hazard=false
hazard = x=225,y=-351,type=benign,label=745,hr=0.05625,hazard=false
hazard = x=238,y=-297,type=benign,label=763,hr=0.92237,hazard=false
hazard = x=301,y=-132,type=benign,label=787,hr=0.37205,hazard=false
hazard = x=-108,y=-344,type=benign,label=895,hr=0.34971,hazard=false
hazard = x=81,y=-252,type=benign,label=125,hr=0.0036,hazard=false
hazard = x=67,y=-207,type=benign,label=158,hr=0.60517,hazard=false
hazard = x=-136,y=-255,type=benign,label=827,hr=0.04838,hazard=false
hazard = x=1,y=-163,type=benign,label=849,hr=0.17415,hazard=false
hazard = x=399,y=-115,type=benign,label=421,hr=0.01062,hazard=false
hazard = x=58,y=-272,type=benign,label=169,hr=0.00315,hazard=false
hazard = x=276,y=-187,type=benign,label=854,hr=0.00157,hazard=false
hazard = x=140,y=-117,type=benign,label=783,hr=0.00013,hazard=false
hazard = x=295,y=-322,type=benign,label=382,hr=0.00321,hazard=false
hazard = x=-98,y=-162,type=benign,label=473,hr=0.03419,hazard=false
hazard = x=143,y=-251,type=benign,label=384,hr=0.00023,hazard=false
hazard = x=392,y=-232,type=benign,label=569,hr=0.08378,hazard=false
hazard = x=256,y=-204,type=benign,label=238,hr=0.17523,hazard=false
hazard = x=341,y=-91,type=benign,label=424,hr=0.10556,hazard=false
hazard = x=53,y=-351,type=benign,label=811,hr=0.55211,hazard=false
hazard = x=184,y=-170,type=benign,label=500,hr=0.01535,hazard=false
hazard = x=316,y=-162,type=benign,label=733,hr=0.17094,hazard=false
hazard = x=-113,y=-290,type=benign,label=350,hr=0.19793,hazard=false
hazard = x=282,y=-104,type=benign,label=204,hr=0.02664,hazard=false
hazard = x=79,y=-181,type=benign,label=596,hr=0.03293,hazard=false
hazard = x=-103,y=-329,type=benign,label=189,hr=0.03548,hazard=false
hazard = x=348,y=-384,type=benign,label=659,hr=0,hazard=false
hazard = x=-68,y=-337,type=benign,label=208,hr=0.0368,hazard=false
hazard = x=45,y=-109,type=benign,label=998,hr=0.15554,hazard=false
hazard = x=255,y=-306,type=benign,label=123,hr=0.1909,hazard=false
hazard = x=299,y=-97,type=benign,label=407,hr=0.08566,hazard=false
hazard = x=37,y=-86,type=benign,label=157,hr=0.761,hazard=false
hazard = x=368,y=-207,type=benign,label=775,hr=0.0001,hazard=false
hazard = x=339,y=-191,type=benign,label=316,hr=0.0066,hazard=false
hazard = x=287,y=-130,type=benign,label=362,hr=0.13309,hazard=false
hazard = x=24,y=-244,type=benign,label=734,hr=0.00564,hazard=false
hazard = x=38,y=-161,type=benign,label=899,hr=0.01535,hazard=false
hazard = x=392,y=-96,type=benign,label=626,hr=0,hazard=false
hazard = x=265,y=-261,type=benign,label=598,hr=0.00698,hazard=false
hazard = x=374,y=-389,type=benign,label=746,hr=0.98015,hazard=false
hazard = x=267,y=-282,type=benign,label=543,hr=0.00028,hazard=false
hazard = x=-56,y=-293,type=benign,label=282,hr=0,hazard=false
hazard = x=345,y=-191,type=benign,label=647,hr=0.02063,hazard=false
hazard = x=-9,y=-202,type=benign,label=200,hr=0.00001,hazard=false
hazard = x=214,y=-323,type=benign,label=283,hr=0.00641,hazard=false
hazard = x=-95,y=-223,type=benign,label=696,hr=0.02243,hazard=false
hazard = x=-115,y=-210,type=benign,label=979,hr=0.00669,hazard=false
hazard = x=-45,y=-394,type=benign,label=464,hr=0.01518,hazard=false
hazard = x=-125,y=-201,type=benign,label=566,hr=0.20637,hazard=false
hazard = x=67,y=-388,type=benign,label=735,hr=0.28554,hazard=false
hazard = x=181,y=-244,type=benign,label=368,hr=0.44992,hazard=false
hazard = x=111,y=-392,type=benign,label=985,hr=0.04838,hazard=false
hazard = x=149,y=-286,type=benign,label=286,hr=0.07597,hazard=false
hazard = x=247,y=-146,type=benign,label=128,hr=0.0001,hazard=false
hazard = x=278,y=-291,type=benign,label=904,hr=0.52941,hazard=false
hazard = x=176,y=-388,type=benign,label=210,hr=0.00002,hazard=false
hazard = x=314,y=-377,type=benign,label=846,hr=0.87078,hazard=false
hazard = x=29,y=-348,type=benign,label=467,hr=0.03171,hazard=false
hazard = x=318,y=-308,type=benign,label=311,hr=0.01336,hazard=false
hazard = x=-123,y=-114,type=benign,label=300,hr=0.56243,hazard=false
hazard = x=111,y=-292,type=benign,label=881,hr=0.21131,hazard=false
hazard = x=-94,y=-346,type=benign,label=211,hr=0.05533,hazard=false
hazard = x=386,y=-300,type=benign,label=689,hr=0.48846,hazard=false
